,JobpostID,Duration
12046,12046,DURATION:  Long-term
12047,12047,DURATION:  Long term
12048,12048,"DURATION:  One year, with possible extension"
12049,12049,DURATION:  Long term
12050,12050,DURATION:  Long-term
12053,12053,DURATION:  August 2012 until further notice
12055,12055,DURATION:  Long term
12056,12056,DURATION:  Long term
12057,12057,DURATION:  Long term
12059,12059,DURATION:  Long-term
12061,12061,"DURATION:  Long-term, with 3 months probation period"
12064,12064,DURATION:  Long term
12065,12065,DURATION:  Long term
12067,12067,"DURATION:  Long term, with 3 months probation period"
12068,12068,DURATION:  Long term
12071,12071,"DURATION:  Long-term, with probation period"
12072,12072,DURATION:  Permanent
12078,12078,"DURATION:  Permanent, with 3 months probation period"
12079,12079,DURATION:  Long term
12080,12080,DURATION:  Long term
12081,12081,DURATION:  Long term
12084,12084,DURATION:  Permanent
12085,12085,"DURATION:  Long-term, with 3 months probation period"
12087,12087,DURATION:  Long term
12088,12088,DURATION:  Long-term
12089,12089,"DURATION:  Long term, with probation period"
12090,12090,DURATION:  Permanent
12093,12093,DURATION:  Permanent
12094,12094,DURATION:  Long term
12096,12096,DURATION:  Long-term
12098,12098,"DURATION:  Long-term, with 3 months probation period"
12099,12099,DURATION:  Long-term
12100,12100,DURATION:  Long-term
12102,12102,DURATION:  Permanent
12103,12103,DURATION:  Long term
12104,12104,DURATION:  Long-term
12105,12105,DURATION:  Long-term
12106,12106,DURATION:  Long term
12108,12108,DURATION:  Long-term
12109,12109,DURATION:  Long term
12110,12110,"DURATION:  Long-term, with 3 months probation period"
12111,12111,DURATION:  Long term
12115,12115,DURATION:  Long-term
12116,12116,DURATION:  Permanent
12120,12120,DURATION:  Long Term
12121,12121,DURATION:  Long term
12124,12124,DURATION:  Permanent
12125,12125,DURATION:  Long term
12127,12127,DURATION:  Long-term
12128,12128,DURATION:  Full time
12129,12129,DURATION:  Long-term
12133,12133,DURATION:  Long term
12134,12134,DURATION:  Long term
12136,12136,DURATION:  Long term
12137,12137,DURATION:  2 months
12138,12138,DURATION:  Long term
12139,12139,"DURATION:  Long term, with 3 months probation period"
12148,12148,DURATION:  Indefinite term
12149,12149,DURATION:  Indefinite term
12152,12152,"DURATION:  Long term, with 3 months probation period"
12153,12153,DURATION:  Indefinite term
12154,12154,DURATION:  Long term
12156,12156,DURATION:  Permanent
12158,12158,DURATION:  3 months contract with possible extension
12162,12162,"DURATION:  Long term, with probation period"
12165,12165,"DURATION:  Long term, with probation period"
12169,12169,DURATION:  1 year
12173,12173,DURATION:  1 year
12179,12179,DURATION:  Long term
12180,12180,DURATION:  Long term
12182,12182,DURATION:  Long term
12183,12183,DURATION:  Long term
12187,12187,DURATION:  Long term
12191,12191,DURATION:  Long term
12194,12194,DURATION:  Till November 2012 (with possible extension till February
12195,12195,DURATION:  Long term
12201,12201,DURATION:  3 months contract with possible extension
12203,12203,DURATION:  2 months with possible extension
12206,12206,"DURATION:  Long term, with 3 months probation period"
12207,12207,"DURATION:  Long term, with 3 months probation period"
12211,12211,DURATION:  Long-term
12215,12215,DURATION:  Long term
12216,12216,DURATION:  Long term
12220,12220,DURATION:  Long term
12221,12221,"DURATION:  Short term, with extension"
12222,12222,DURATION:  Long term
12225,12225,DURATION:  Long term
12234,12234,"DURATION:  Long term, with 3 months probation period."
12236,12236,DURATION:  Long Term
12239,12239,DURATION:  Long term
12242,12242,DURATION:  Not limited in time
12243,12243,"DURATION:  Long term, with 3 months probation period"
12244,12244,"DURATION:  Long term, with 3 months probation period"
12245,12245,DURATION:  Long term
12250,12250,DURATION:  3 months probation with a possible long term extension
12251,12251,"DURATION:  Long term, with 3 month probation period."
12252,12252,DURATION:  Long-term
12253,12253,DURATION:  Long term
12262,12262,DURATION:  Long term
12263,12263,DURATION:  4 months
12264,12264,DURATION:  Long term
12266,12266,DURATION:  Long term
12267,12267,DURATION:  1 year with possible extension
12268,12268,DURATION:  Long term
12269,12269,DURATION:  4 months on a When-Actually-Employed (WAE) basis
12270,12270,DURATION:  Long term
12271,12271,DURATION:  Long term
12272,12272,DURATION:  Long term
12273,12273,DURATION:  Long term
12274,12274,DURATION:  18 months
12276,12276,"DURATION:  Long-term, with 3 months probation period"
12279,12279,DURATION:  Long term
12282,12282,"DURATION:  Long-term, with 3 months probation period"
12284,12284,DURATION:  Long term
12286,12286,DURATION:  1 year with possible extension
12288,12288,"DURATION:  Long-term, with 3 months probation period"
12289,12289,DURATION:  Long term
12290,12290,"DURATION:  Long-term, with 3 months probation period"
12291,12291,DURATION:  Long term
12294,12294,DURATION:  10 Months
12296,12296,"DURATION:  Long-term, with 3 months probation period"
12297,12297,DURATION:  Long term
12300,12300,DURATION:  Long term
12301,12301,"DURATION:  Long term, with 3 months probation period"
12307,12307,DURATION:  Long term
12308,12308,"DURATION:  Long term, with 3 months probation period"
12309,12309,DURATION:  Long term
12311,12311,"DURATION:  Long term, with 3 months probation period"
12312,12312,DURATION:  Permanent
12316,12316,DURATION:  Long term
12317,12317,DURATION:  Long-term
12322,12322,DURATION:  Long-term
12324,12324,DURATION:  Long-term
12334,12334,DURATION:  1 year
12337,12337,DURATION:  Long term
12338,12338,DURATION:  Long term
12339,12339,DURATION:  Long term
12340,12340,DURATION:  Long term
12341,12341,DURATION:  Permanent
12342,12342,DURATION:  Long term
12345,12345,DURATION:  2 months probation with possible extension up to 6 months.
12348,12348,"DURATION:  Long term, with 1 month paid probation period."
12349,12349,DURATION:  Long term
12350,12350,DURATION:  October 2012 - August 2013
12351,12351,DURATION:  Long term
12352,12352,DURATION:  Long-term
12353,12353,DURATION:  Long-term
12355,12355,DURATION:  Long term
12356,12356,DURATION:  Long-term
12357,12357,DURATION:  Long term
12359,12359,DURATION:  Long-term
12361,12361,DURATION:  Long-term
12362,12362,"DURATION:  Monthly contract, renewable"
12363,12363,DURATION:  Long term
12365,12365,DURATION:  Permanent
12367,12367,DURATION:  01 October 2012 - 31 August 2015
12369,12369,DURATION:  Long term
12370,12370,"DURATION:  Permanent, with 3 months probation period"
12371,12371,"DURATION:  Permanent, with 3 months probation period"
12373,12373,DURATION:  Long term
12374,12374,DURATION:  Full time
12375,12375,DURATION:  1 year
12376,12376,DURATION:  Long term
12380,12380,DURATION:  Permanent
12381,12381,DURATION:  Permanent
12383,12383,DURATION:  Indefinite term
12384,12384,"DURATION:  Long term, with 2 months probation period"
12388,12388,DURATION:  Permanent
12390,12390,"DURATION:  Permanent, with 2 months probation period"
12391,12391,DURATION:  ASAP
12392,12392,DURATION:  Long term
12393,12393,"DURATION:  Long term, with 3 months probation period"
12394,12394,"DURATION:  Long term, with 3 months probation period"
12395,12395,DURATION:  Long term
12396,12396,DURATION:  Long term
12398,12398,"DURATION:  Long term, with 3 months probation period"
12399,12399,DURATION:  Permanent
12400,12400,DURATION:  Permanent
12401,12401,DURATION:  Permanent
12404,12404,DURATION:  Permanent
12405,12405,DURATION:  Permanent
12406,12406,DURATION:  Long term
12415,12415,DURATION:  Long term
12416,12416,"DURATION:  15 working days, short-term consultancy"
12417,12417,DURATION:  Long term
12419,12419,DURATION:  Long-term
12420,12420,DURATION:  Permanent
12421,12421,DURATION:  Long term
12422,12422,DURATION:  Permanent
12423,12423,DURATION:  Long-term
12424,12424,DURATION:  Long term
12426,12426,DURATION:  Long-term
12427,12427,DURATION:  Permanent
12430,12430,"DURATION:  Long term, with 2 months probation period."
12432,12432,"DURATION:  Permanent, with 3 months probation period"
12433,12433,DURATION:  Long term
12434,12434,DURATION:  Long term
12438,12438,DURATION:  Long-term
12442,12442,"DURATION:  Permanent, with three months probation period"
12447,12447,DURATION:  Permanent
12451,12451,"DURATION:  4 years, with possibility of extension"
12452,12452,"DURATION:  4 years, with possibility of extension"
12453,12453,DURATION:  Long term
12454,12454,"DURATION:  4 years, with possibility of extension"
12456,12456,"DURATION:  4 years, with possibility of extension"
12457,12457,"DURATION:  4 years, with possibility of extension"
12458,12458,"DURATION:  4 years, with possibility of extension."
12459,12459,DURATION:  Long term
12460,12460,"DURATION:  4 years, with possibility of extension"
12464,12464,DURATION:  Long Term
12465,12465,"DURATION:  Long term, with 3 months probation period"
12468,12468,DURATION:  Long term
12469,12469,"DURATION:  Temporary, with 3 months probation period"
12470,12470,DURATION:  Till 30 November 2013 (with possible extension)
12471,12471,DURATION:  Long term
12477,12477,DURATION:  Permanent
12480,12480,"DURATION:  Long term, with 3 months probation period"
12482,12482,DURATION:  Long-term
12488,12488,DURATION:  5-6 weeks
12490,12490,DURATION:  Long-term
12493,12493,DURATION:  Permanent with 1 month probation period.
12494,12494,"DURATION:  Long term, with 3 months probation period."
12496,12496,"DURATION:  4 years, with possibility of extension"
12497,12497,DURATION:  Long term
12498,12498,"DURATION:  12 months, Short Term Consultant/ STC"
12499,12499,DURATION:  Long-term
12500,12500,DURATION:  Long term
12501,12501,DURATION:  Project based
12503,12503,DURATION:  Up to 3 months
12504,12504,DURATION:  Long term
12505,12505,DURATION:  Long Term
12506,12506,DURATION:  November 2012  February 2014
12508,12508,DURATION:  Permanent
12509,12509,DURATION:  Long term
12510,12510,DURATION:  Long-term
12513,12513,DURATION:  Long term
12514,12514,DURATION:  Long-term
12515,12515,DURATION:  Long term
12516,12516,DURATION:  Permanent
12518,12518,DURATION:  Long term
12519,12519,DURATION:  Long term
12521,12521,DURATION:  Long Term
12525,12525,"DURATION:  1 year, with possible extension"
12526,12526,DURATION:  Long term
12527,12527,DURATION:  Permanent
12528,12528,DURATION:  Permanent
12529,12529,DURATION:  Long term
12530,12530,DURATION:  Long term
12531,12531,DURATION:  Long term
12532,12532,DURATION:  Permanent
12534,12534,DURATION:  Long-term
12539,12539,DURATION:  Long-term with three months probation period
12540,12540,DURATION:  Long term
12541,12541,DURATION:  Indefinite terms
12542,12542,"DURATION:  Short term, with possible extension"
12543,12543,"DURATION:  Short term, with extension"
12544,12544,DURATION:  Permanent
12545,12545,"DURATION:  1-month probation, with possible extension up to 6 months"
12546,12546,DURATION:  Permanent
12548,12548,DURATION:  Long Term
12549,12549,DURATION:  Long-term with three months probation period
12550,12550,DURATION:  Open-ended employment contract with 3 months probation period.
12554,12554,DURATION:  Long term
12556,12556,DURATION:  Long term
12557,12557,"DURATION:  Long term, with 3 months probation period"
12558,12558,DURATION:  Long term
12562,12562,"DURATION:  Long term, with 3 months probation period"
12563,12563,"DURATION:  Long term, with 3 months probation period"
12565,12565,DURATION:  Long term
12570,12570,DURATION:  Long term
12571,12571,DURATION:  Permanent
12573,12573,DURATION:  Long term
12575,12575,DURATION:  Long term
12576,12576,DURATION:  Long term
12577,12577,DURATION:  Long term
12578,12578,DURATION:  Long term
12582,12582,DURATION:  Long term
12586,12586,DURATION:  Permanent
12587,12587,DURATION:  From 3 to 6 months
12588,12588,DURATION:  Long term
12596,12596,DURATION:  Long-term
12597,12597,DURATION:  Long term
12600,12600,DURATION:  Long-term
12602,12602,DURATION:  2 hours
12603,12603,DURATION:  Long
12605,12605,DURATION:  Long term
12606,12606,DURATION:  Permanent
12607,12607,"DURATION:  Long term, with 3 months probation period"
12608,12608,DURATION:  Long-term with three months probation period
12609,12609,DURATION:  1 year fixed contract with possible extension
12610,12610,DURATION:  Long term
12611,12611,DURATION:  Permanent
12614,12614,DURATION:  Long-term
12619,12619,DURATION:  Long term
12621,12621,DURATION:  Long-term with three months probation period
12622,12622,DURATION:  Long term
12623,12623,"DURATION:  Short Term Temporary/ STT, 12 months"
12625,12625,DURATION:  From 3 to 6 months
12626,12626,DURATION:  Permanent
12629,12629,DURATION:  Long term
12630,12630,DURATION:  Long-term
12631,12631,DURATION:  1 year with possible extension
12632,12632,DURATION:  Long term
12633,12633,DURATION:  Long term
12636,12636,"DURATION:  Long term, with 3 months probation period"
12637,12637,DURATION:  Long Term
12638,12638,DURATION:  Long Term
12639,12639,DURATION:  Long term
12640,12640,DURATION:  Long term
12642,12642,DURATION:  Long term
12643,12643,DURATION:  Long term
12644,12644,DURATION:  Permanent
12645,12645,DURATION:  2 months with possible extension.
12647,12647,DURATION:  Permanent
12649,12649,DURATION:  Long term
12658,12658,DURATION:  Long term
12659,12659,DURATION:  Long term with 3 months probation period.
12661,12661,DURATION:  Long term
12662,12662,DURATION:  Long term
12663,12663,DURATION:  Permanent
12666,12666,DURATION:  Long term
12667,12667,DURATION:  Permanent (with 2 months probation period).
12668,12668,DURATION:  Permanent
12669,12669,DURATION:  Long term
12670,12670,DURATION:  Long term
12673,12673,DURATION:  Long term
12675,12675,DURATION:  Long term
12676,12676,"DURATION:  Long term, with 3 months probation period."
12677,12677,DURATION:  Long term
12678,12678,DURATION:  Long term
12679,12679,DURATION:  January 2013 - December 2013
12680,12680,DURATION:  Long term
12683,12683,DURATION:  Long term
12684,12684,DURATION:  Long term
12685,12685,DURATION:  Long term
12687,12687,DURATION:  Contract based
12689,12689,DURATION:  3 months with possible extension.
12691,12691,DURATION:  6 months with possible extension.
12693,12693,DURATION:  Long term
12695,12695,DURATION:  Long term
12696,12696,DURATION:  Long term
12697,12697,DURATION:  Long term
12698,12698,"DURATION:  One year contract, with possibility of extension."
12700,12700,DURATION:  Permanent
12701,12701,DURATION:  Long term
12702,12702,DURATION:  Long term
12703,12703,DURATION:  Long term
12704,12704,DURATION:  Permanent (with 2 months probation period).
12705,12705,"DURATION:  Long term, with 3 months probation period"
12706,12706,DURATION:  Short term
12710,12710,DURATION:  Long term
12711,12711,DURATION:  Long-term with three months probation period.
12712,12712,DURATION:  Long term
12715,12715,DURATION:  Long term
12717,12717,DURATION:  Long term
12719,12719,DURATION:  12 months
12720,12720,DURATION:  Long term
12721,12721,DURATION:  24 months
12722,12722,DURATION:  12 months
12723,12723,DURATION:  Permanent
12724,12724,DURATION:  Long term
12726,12726,DURATION:  40 days over 6 months
12729,12729,DURATION:  Long term
12731,12731,DURATION:  Long term
12732,12732,DURATION:  Long term
12733,12733,DURATION:  Long term
12734,12734,DURATION:  Long term
12735,12735,DURATION:  Permanent
12736,12736,DURATION:  Long term
12737,12737,DURATION:  Long term
12738,12738,DURATION:  Long term
12739,12739,DURATION:  Long term
12740,12740,DURATION:  6 months
12741,12741,DURATION:  Long term
12742,12742,DURATION:  Long term
12744,12744,DURATION:  Long term
12745,12745,DURATION:  Long term
12746,12746,DURATION:  Long term
12747,12747,"DURATION:  Long term, with 3 months probation period."
12750,12750,DURATION:  Long term
12753,12753,DURATION:  Long term
12755,12755,DURATION:  Permanent
12758,12758,"DURATION:  6 months, with possible extension"
12759,12759,DURATION:  Permanent
12760,12760,DURATION:  Long-term
12761,12761,DURATION:  Long term
12762,12762,DURATION:  1 year fixed contract with possible extension
12764,12764,DURATION:  1 year
12765,12765,DURATION:  Permanent
12766,12766,DURATION:  Long term
12768,12768,DURATION:  Long Term
12769,12769,DURATION:  Short-term/ 12 months
12771,12771,"DURATION:  Long term, with 3 months probation period."
12772,12772,DURATION:  Long term
12773,12773,"DURATION:  Long term, with 3 months probation period."
12775,12775,"DURATION:  Long term, with 3 months probation period"
12777,12777,DURATION:  Long term
12778,12778,DURATION:  1 academic year
12779,12779,DURATION:  Long term
12780,12780,DURATION:  Long term
12781,12781,DURATION:  Long term
12782,12782,DURATION:  Short term service contract/ 2 weeks
12783,12783,DURATION:  Long term
12785,12785,"DURATION:  1 year, with possible extension"
12786,12786,DURATION:  Long term
12787,12787,DURATION:  Long-term
12789,12789,DURATION:  1 academic year
12796,12796,"DURATION:  Long term, with 3 months probation period"
12800,12800,DURATION:  Long term
12806,12806,DURATION:  Long term
12809,12809,DURATION:  Long term
12812,12812,DURATION:  Long term
12813,12813,DURATION:  Permanent
12815,12815,DURATION:  1 year fixed contract with possible extension
12816,12816,DURATION:  Permanent
12817,12817,DURATION:  Long term
12819,12819,DURATION:  Temporary
12820,12820,DURATION:  Full time
12822,12822,DURATION:  Long-term
12825,12825,"DURATION:  Long term, with 3 months probation period"
12827,12827,"DURATION:  Long term, with 3 months probation period"
12831,12831,DURATION:  Long term
12835,12835,DURATION:  Long term
12836,12836,DURATION:  2-year contract with possibility for extension
12840,12840,"DURATION:  Long term, with 3 months probation period"
12841,12841,DURATION:  Long term
12844,12844,"DURATION:  Long-term, with 3 months probation period."
12845,12845,DURATION:  Long term
12846,12846,DURATION:  Permanent
12847,12847,DURATION:  Indefinite terms
12848,12848,DURATION:  Indefinite terms
12849,12849,DURATION:  Long term
12851,12851,DURATION:  Permanent
12854,12854,"DURATION:  Long-term, with 3 months probation period."
12856,12856,DURATION:  Indefinite terms
12857,12857,"DURATION:  First contract will be concluded for 2-3 months, and then the"
12858,12858,DURATION:  Long term
12859,12859,DURATION:  Permanent
12860,12860,"DURATION:  Long term, with 3 months probation period"
12862,12862,DURATION:  Long term
12863,12863,DURATION:  Long term
12864,12864,DURATION:  Long term
12865,12865,DURATION:  Long term
12866,12866,"DURATION:  Long term, with 3 month probation period."
12867,12867,"DURATION:  Long term, with 3 months probation period"
12872,12872,DURATION:  Indefinite terms
12873,12873,DURATION:  Full Time
12880,12880,DURATION:  Long term
12881,12881,DURATION:  Long-term
12886,12886,DURATION:  Permanent
12887,12887,"DURATION:  Long term, with 3 month probation period."
12888,12888,"DURATION:  Long term, with 3 months probation period"
12892,12892,"DURATION:  Long term, with 3 months probation period"
12893,12893,DURATION:  Long-term
12895,12895,DURATION:  Long-term
12898,12898,DURATION:  Long Term
12900,12900,DURATION:  3 months with possible extension.
12902,12902,DURATION:  Long term
12903,12903,DURATION:  Long term
12904,12904,"DURATION:  Long term, with 3 months probation period"
12905,12905,DURATION:  Permanent
12906,12906,"DURATION:  Long term, with 3 months probation period"
12907,12907,"DURATION:  Long term, with 3 months probation period"
12910,12910,"DURATION:  Long term, with 3 months probation period."
12911,12911,DURATION:  Permanent
12912,12912,DURATION:  Long term
12915,12915,DURATION:  Long term
12916,12916,"DURATION:  Long term, with 3 months probation period"
12917,12917,"DURATION:  Long-term, with 3 months probation period."
12918,12918,DURATION:  Permanent
12919,12919,DURATION:  Long  term
12920,12920,DURATION:  Long term
12921,12921,DURATION:  Long term
12923,12923,DURATION:  Long term
12924,12924,"DURATION:  Permanent, with 6 months probation period"
12926,12926,DURATION:  Long term
12928,12928,DURATION:  Long term
12929,12929,DURATION:  Long-term
12931,12931,DURATION:  Long-term
12932,12932,DURATION:  Long term
12935,12935,DURATION:  Long-term
12936,12936,DURATION:  Long term
12937,12937,DURATION:  Long-term
12938,12938,DURATION:  Temporary (3 months)
12945,12945,DURATION:  Temporary for 5 months with possibility to extend
12950,12950,DURATION:  Permanent (with 2 months probation period).
12951,12951,DURATION:  Permanent
12952,12952,DURATION:  Permanent
12953,12953,DURATION:  Permanent
12954,12954,"DURATION:  6 months, with possible extension"
12955,12955,DURATION:  Long term
12957,12957,DURATION:  Permanent
12959,12959,DURATION:  Long term
12960,12960,DURATION:  Permanent
12961,12961,DURATION:  Permanent
12964,12964,DURATION:  Long term
12966,12966,DURATION:  The 2012 audit report must be submitted to the CARD by
12968,12968,DURATION:  Long-term
12969,12969,DURATION:  Long-term with probation period
12970,12970,DURATION:  Permanent
12971,12971,DURATION:  Long-term
12972,12972,"DURATION:  1 year, with possible extension"
12973,12973,DURATION:  Full time
12974,12974,"DURATION:  6 months, with prolongation possibility"
12977,12977,DURATION:  Long-term
12978,12978,DURATION:  Long-term
12979,12979,"DURATION:  Long term, with 3 months probation period"
12980,12980,DURATION:  Long term
12984,12984,DURATION:  Long term
12985,12985,"DURATION:  Long term, with 3 months probation period"
12986,12986,"DURATION:  Long term, with 3 months probation period"
12988,12988,DURATION:  Long term
12990,12990,DURATION:  February 2013  31 December 2014
12991,12991,"DURATION:  1 year initial contract, renewable"
12992,12992,DURATION:  Long term
12994,12994,DURATION:  Permanent
12996,12996,DURATION:  Permanent
12997,12997,"DURATION:  Permanent, with 3 months probation period."
12998,12998,DURATION:  Long term
12999,12999,DURATION:  Long Term with probation period
13001,13001,DURATION:  Long term
13002,13002,"DURATION:  Long term, with 3 months probation period"
13003,13003,DURATION:  Long term
13005,13005,DURATION:  Permanent
13006,13006,DURATION:  Long-term
13007,13007,"DURATION:  Long-term, with 3 months probation period."
13010,13010,DURATION:  Long term
13012,13012,DURATION:  Permanent
13014,13014,DURATION:  Long term
13015,13015,"DURATION:  2 years, with 2 months probation period"
13016,13016,DURATION:  Permanent
13017,13017,DURATION:  Long term with 3 month probation period.
13018,13018,"DURATION:  Long term, with 3 months probation period."
13019,13019,DURATION:  Long term
13021,13021,"DURATION:  Long-term, with 3 months probation period."
13023,13023,DURATION:  Long term
13033,13033,DURATION:  Long term
13034,13034,DURATION:  Permanent
13035,13035,DURATION:  Long Term
13036,13036,DURATION:  Long term
13037,13037,DURATION:  Long term
13038,13038,DURATION:  Long-term
13039,13039,DURATION:  Long term
13042,13042,DURATION:  Long term
13043,13043,DURATION:  Long-term
13044,13044,DURATION:  35 business days
13045,13045,DURATION:  28 business days
13046,13046,DURATION:  Indefinite terms
13047,13047,DURATION:  47 business days
13048,13048,DURATION:  Long-term
13050,13050,DURATION:  1 year fixed contract with possible extension
13051,13051,DURATION:  45 business days
13052,13052,DURATION:  Long term
13053,13053,DURATION:  Long term
13054,13054,DURATION:  Permanent
13057,13057,DURATION:  Long-term
13061,13061,DURATION:  3-6 months
13063,13063,DURATION:  Long-term
13067,13067,"DURATION:  1 year, renewable"
13068,13068,DURATION:  Long-term
13069,13069,DURATION:  Long term
13070,13070,"DURATION:  1 year, renewable"
13071,13071,DURATION:  Permanent
13073,13073,"DURATION:  Long term, with 3 months probation period"
13074,13074,DURATION:  Long term
13075,13075,DURATION:  Long-term
13076,13076,"DURATION:  1 year, renewable"
13077,13077,DURATION:  Permanent employment
13078,13078,"DURATION:  Long term, with 3 months probation period"
13079,13079,DURATION:  Long term
13081,13081,DURATION:  1 year with possible extension
13082,13082,DURATION:  Long term
13083,13083,DURATION:  Permanent
13084,13084,DURATION:  Long term
13087,13087,DURATION:  Long term
13088,13088,DURATION:  Long term
13089,13089,DURATION:  Long term
13091,13091,DURATION:  Long term
13094,13094,"DURATION:  Long term, with 3 months probation period"
13095,13095,DURATION:  Long term
13096,13096,DURATION:  Long term
13097,13097,DURATION:  Long term
13099,13099,DURATION:  Permanent
13100,13100,DURATION:  5 days (15 hours)
13103,13103,"DURATION:  Long-term, with 3 months probation period."
13104,13104,DURATION:  Permanent
13106,13106,DURATION:  ASAP
13107,13107,DURATION:  Long term
13108,13108,"DURATION:  12 months, with the possibility of extension if new project(s)"
13110,13110,DURATION:  Long term
13111,13111,DURATION:  Long-term
13113,13113,DURATION:  Long-term
13114,13114,DURATION:  Long-term
13115,13115,DURATION:  Permanent
13119,13119,"DURATION:  Long-term, with 3 months probation period."
13121,13121,DURATION:  Long term
13122,13122,"DURATION:  Long-term, with 3 months probation period."
13123,13123,DURATION:  Long term
13125,13125,DURATION:  Long term
13126,13126,DURATION:  Long-term
13127,13127,"DURATION:  2 years, with possible extension"
13128,13128,DURATION:  Long-term
13130,13130,"DURATION:  2 years, with possible extension"
13133,13133,DURATION:  Long term
13135,13135,DURATION:  Long term
13136,13136,"DURATION:  25 business days, with possible extension"
13137,13137,"DURATION:  25 business days, with possible extension"
13139,13139,"DURATION:  25 business days, with possible extension"
13143,13143,DURATION:  Permanent
13146,13146,DURATION:  1 year with possible extension
13148,13148,DURATION:  Long term
13149,13149,DURATION:  Long term
13151,13151,DURATION:  Long-term
13152,13152,DURATION:  Long term
13154,13154,DURATION:  Long term
13156,13156,"DURATION:  Permanent, with 3 months probation period."
13157,13157,DURATION:  Long-term
13160,13160,DURATION:  Permanent
13161,13161,DURATION:  30 working days (within 6 months)
13163,13163,DURATION:  1 month
13164,13164,"DURATION:  Long-term, with 3 months probation period."
13167,13167,DURATION:  1-3 months
13168,13168,DURATION:  Temporary (6 months)
13169,13169,DURATION:  Permanent
13171,13171,DURATION:  1 Year
13175,13175,DURATION:  Long-term
13176,13176,"DURATION:  Permanent, with 3 months probation period."
13177,13177,"DURATION:  3 months, renewable."
13178,13178,DURATION:  Permanent (with 2 months probation period).
13180,13180,DURATION:  5-6 weeks
13182,13182,DURATION:  Short term
13185,13185,DURATION:  Long term
13186,13186,DURATION:  Long term
13187,13187,DURATION:  Long-term
13188,13188,DURATION:  Long Term
13189,13189,DURATION:  Long term
13190,13190,DURATION:  25 February 2013  30 April 2013
13192,13192,"DURATION:  25 days, February 25, 2013  September 10, 2013"
13193,13193,"DURATION:  25 days, 25 February 2013  10 September 2013"
13194,13194,"DURATION:  25 days, 25 February 2013  10 September 2013"
13195,13195,"DURATION:  35 days, 25 February 2013  31 June 2013"
13198,13198,"DURATION:  25 days, 25 February 2013  10 September  2013"
13199,13199,DURATION:  Long term
13200,13200,DURATION:  Long term with 3 month probation period.
13202,13202,"DURATION:  Long term, with 3 months probation period."
13203,13203,DURATION:  Permanent
13204,13204,"DURATION:  Permanent, with 3 months probation period."
13205,13205,"DURATION:  Long term, with 3 months probation period."
13206,13206,DURATION:  Permanent
13207,13207,"DURATION:  Long term, with 3 months probation period."
13209,13209,DURATION:  Long term
13214,13214,DURATION:  Long-term
13216,13216,DURATION:  Long term
13218,13218,DURATION:  Long-term
13219,13219,DURATION:  Long term
13221,13221,"DURATION:  Long term, with 3 months probationary period"
13222,13222,DURATION:  Long term
13223,13223,DURATION:  Long term
13225,13225,DURATION:  Unlimited contract
13226,13226,DURATION:  Long term
13228,13228,DURATION:  Long term
13229,13229,DURATION:  Full time
13232,13232,"DURATION:  Long term, with 3 months probation period."
13234,13234,"DURATION:  Long term, with a 3-month probation period"
13235,13235,"DURATION:  Long-term, with 3 months probation period."
13237,13237,DURATION:  2-year contract with possibility for extension
13238,13238,"DURATION:  Long term, with 3 months probation period"
13240,13240,DURATION:  6 months
13244,13244,"DURATION:  Long term, with 3 months probation period"
13245,13245,DURATION:  Long term
13246,13246,DURATION:  Long term
13247,13247,"DURATION:  Long term, with 3 month probation period"
13249,13249,"DURATION:  Permanent, with 1 month probation period"
13252,13252,"DURATION:  Long term, with 3 months probation period"
13253,13253,DURATION:  Permanent
13254,13254,"DURATION:  Long term, with 3 months probation period"
13255,13255,DURATION:  Permanent
13256,13256,"DURATION:  Long term, with 3 months probation period"
13257,13257,"DURATION:  Six months, with possible extension"
13258,13258,DURATION:  Long term
13259,13259,"DURATION:  25 February 2013 - 25 April 2013, for a total of 40 Level of"
13262,13262,DURATION:  45 working days
13263,13263,DURATION:  Permanent
13264,13264,DURATION:  Indefinite terms
13266,13266,"DURATION:  6 months, with possible extension."
13267,13267,DURATION:  Permanent
13270,13270,DURATION:  4 months with possible extention
13275,13275,"DURATION:  1,5 month (extendable based on needs)"
13278,13278,DURATION:  Long term
13279,13279,DURATION:  Permanent
13281,13281,DURATION:  4 months probation period with possibility of extension.
13282,13282,"DURATION:  Long term, with 2 months probation period"
13283,13283,DURATION:  Long-term
13284,13284,DURATION:  Long term
13285,13285,DURATION:  Long-term
13286,13286,DURATION:  Indefinite terms
13287,13287,DURATION:  Long term
13288,13288,DURATION:  Long term
13289,13289,DURATION:  Long term
13295,13295,DURATION:  Long term
13297,13297,DURATION:  Long term
13303,13303,"DURATION:  Six months, with possible extension"
13308,13308,DURATION:  Long-term with probation period
13309,13309,DURATION:  Long term
13310,13310,DURATION:  Long term
13312,13312,DURATION:  3 to 6 months
13313,13313,DURATION:  Short-term (3 months)
13314,13314,DURATION:  Long term
13315,13315,DURATION:  Long term
13317,13317,DURATION:  ASAP
13318,13318,DURATION:  Long term
13319,13319,DURATION:  3 months
13322,13322,DURATION:  Permanent
13323,13323,DURATION:  Long-term
13324,13324,"DURATION:  Long term, with 3 months probation period."
13327,13327,DURATION:  Permanent
13328,13328,DURATION:  Longterm
13329,13329,DURATION:  Long term
13330,13330,"DURATION:  Permanent, with 3 months probation period."
13332,13332,DURATION:  Long term
